,band,species,beak length (mm),beak depth (mm),year
0,20123,fortis,9.25,8.05,1973
1,20126,fortis,11.35,10.45,1973
2,20128,fortis,10.15,9.55,1973
3,20129,fortis,9.95,8.75,1973
4,20133,fortis,11.55,10.15,1973
5,20136,fortis,11.15,9.85,1973
6,20138,fortis,10.05,8.85,1973
7,20142,fortis,11.25,10.15,1973
8,20143,fortis,9.15,8.15,1973
9,20146,fortis,9.25,8.55,1973
10,20149,fortis,11.75,10.65,1973
11,20150,fortis,9.05,8.05,1973
12,20152,fortis,11.15,9.75,1973
13,20155,fortis,11.25,10.15,1973
14,20156,fortis,10.45,9.85,1973
15,20157,fortis,10.65,9.75,1973
16,20163,fortis,10.05,8.35,1973
17,20164,fortis,10.45,8.55,1973
18,20169,fortis,11.45,10.25,1973
19,20172,fortis,11.15,9.35,1973
20,20174,fortis,10.95,10.15,1973
21,20176,fortis,9.55,8.55,1973
22,20177,fortis,10.65,8.85,1973
23,20178,fortis,10.05,9.85,1973
24,20181,fortis,11.25,10.75,1973
25,20183,fortis,10.85,9.85,1973
26,20203,fortis,10.05,8.45,1973
27,20206,fortis,11.95,10.55,1973
28,20211,fortis,9.85,8.35,1973
29,20215,fortis,9.35,8.25,1973
30,20217,fortis,12.05,10.95,1973
31,20218,fortis,10.35,9.15,1973
32,20219,fortis,10.65,8.85,1973
33,20221,fortis,10.95,10.05,1973
34,20229,fortis,10.25,9.55,1973
35,20230,fortis,12.65,12.15,1973
36,20233,fortis,10.65,9.55,1973
37,20235,fortis,10.75,9.75,1973
38,20239,fortis,10.15,9.25,1973
39,20243,fortis,10.25,9.05,1973
40,20244,fortis,10.35,8.45,1973
41,20246,fortis,10.55,9.55,1973
42,20247,fortis,10.95,9.95,1973
43,20249,fortis,11.65,10.65,1973
44,20250,fortis,9.85,7.95,1973
45,20253,fortis,11.15,10.65,1973
46,20256,fortis,10.05,9.15,1973
47,20258,fortis,11.15,10.05,1973
48,20263,fortis,10.95,9.75,1973
49,20268,fortis,11.05,10.05,1973
50,20269,fortis,10.65,9.65,1973
51,20271,fortis,10.85,9.45,1973
52,20272,fortis,11.05,10.75,1973
53,20275,fortis,11.05,9.85,1973
54,20276,fortis,11.55,11.15,1973
55,20277,fortis,11.25,10.85,1973
56,20278,fortis,10.25,8.55,1973
57,20282,fortis,11.05,10.25,1973
58,20292,fortis,9.95,8.35,1973
59,20296,fortis,10.65,9.15,1973
60,20299,fortis,9.95,9.35,1973
61,20301,fortis,11.05,10.15,1973
62,20302,fortis,10.75,9.75,1973
63,20306,fortis,11.75,10.75,1973
64,20307,fortis,10.25,9.35,1973
65,20308,fortis,9.45,8.65,1973
66,20309,fortis,11.85,10.35,1973
67,20310,fortis,10.95,10.55,1973
68,20313,fortis,10.35,9.45,1973
69,20317,fortis,10.15,8.85,1973
70,20318,fortis,10.45,9.45,1973
71,20320,fortis,11.35,9.85,1973
72,20324,fortis,9.85,9.15,1973
73,20121,scandens,15.15,9.35,1973
74,20125,scandens,15.05,9.75,1973
75,20135,scandens,14.45,8.35,1973
76,20159,scandens,14.05,9.55,1973
77,20160,scandens,14.25,8.55,1973
78,20175,scandens,14.65,9.85,1973
79,20182,scandens,15.45,10.65,1973
80,20187,scandens,15.15,9.55,1973
81,20200,scandens,14.95,9.85,1973
82,20207,scandens,13.65,9.75,1973
83,20220,scandens,14.65,7.95,1973
84,20224,scandens,15.65,9.95,1973
85,20245,scandens,14.05,9.55,1973
86,20254,scandens,13.85,9.15,1973
87,20259,scandens,14.95,10.45,1973
88,20274,scandens,13.15,9.15,1973
89,2,fortis,9.4,8.0,1975
90,9,fortis,9.2,8.3,1975
91,12,fortis,9.5,7.5,1975
92,15,fortis,9.5,8.0,1975
93,305,fortis,11.5,9.9,1975
94,307,fortis,11.1,8.6,1975
95,308,fortis,9.9,8.4,1975
96,309,fortis,11.5,9.8,1975
97,311,fortis,10.8,9.2,1975
98,312,fortis,11.3,9.0,1975
99,313,fortis,11.5,9.5,1975
100,314,fortis,11.5,8.9,1975
101,315,fortis,9.7,8.8,1975
102,316,fortis,10.9,9.7,1975
103,320,fortis,10.1,8.9,1975
104,321,fortis,10.6,8.5,1975
105,323,fortis,9.6,8.2,1975
106,324,fortis,10.3,9.3,1975
107,326,fortis,10.5,9.1,1975
108,328,fortis,10.5,8.8,1975
109,329,fortis,10.9,9.4,1975
110,330,fortis,11.2,9.6,1975
111,340,fortis,9.4,8.5,1975
112,341,fortis,10.1,8.1,1975
113,342,fortis,9.6,8.0,1975
114,343,fortis,10.5,9.7,1975
115,344,fortis,9.9,8.2,1975
116,345,fortis,9.9,8.4,1975
117,346,fortis,9.6,7.9,1975
118,347,fortis,10.7,9.3,1975
119,348,fortis,11.8,10.5,1975
120,349,fortis,10.2,9.7,1975
121,350,fortis,10.9,9.6,1975
122,352,fortis,9.3,7.7,1975
123,354,fortis,11.6,9.8,1975
124,355,fortis,11.2,9.8,1975
125,356,fortis,10.1,8.5,1975
126,360,fortis,10.7,9.2,1975
127,366,fortis,11.0,10.1,1975
128,368,fortis,10.8,9.0,1975
129,369,fortis,10.2,9.0,1975
130,401,fortis,10.8,9.4,1975
131,402,fortis,10.4,8.8,1975
132,403,fortis,11.2,9.9,1975
133,405,fortis,11.4,9.9,1975
134,410,fortis,10.9,8.9,1975
135,411,fortis,10.4,9.4,1975
136,413,fortis,9.7,8.2,1975
137,414,fortis,10.2,8.2,1975
138,415,fortis,9.2,8.1,1975
139,416,fortis,10.1,8.4,1975
140,417,fortis,11.0,10.1,1975
141,418,fortis,10.3,8.6,1975
142,419,fortis,10.2,8.5,1975
143,420,fortis,11.0,9.7,1975
144,422,fortis,11.0,10.3,1975
145,423,fortis,10.1,8.6,1975
146,424,fortis,10.7,9.3,1975
147,425,fortis,10.7,8.9,1975
148,426,fortis,11.0,9.7,1975
149,427,fortis,12.0,10.2,1975
150,428,fortis,11.6,10.2,1975
151,450,fortis,9.9,8.5,1975
152,451,fortis,10.8,8.8,1975
153,452,fortis,10.5,8.9,1975
154,453,fortis,10.0,8.7,1975
155,454,fortis,9.6,9.3,1975
156,455,fortis,11.0,9.7,1975
157,456,fortis,10.2,9.6,1975
158,457,fortis,9.7,7.85,1975
159,458,fortis,11.1,9.6,1975
160,459,fortis,10.4,9.3,1975
161,461,fortis,11.1,9.8,1975
162,462,fortis,10.2,8.8,1975
163,463,fortis,10.3,9.1,1975
164,465,fortis,9.9,9.0,1975
165,466,fortis,11.0,10.4,1975
166,468,fortis,10.8,9.0,1975
167,473,fortis,10.5,9.5,1975
168,474,fortis,10.5,8.7,1975
169,475,fortis,11.2,9.6,1975
170,476,fortis,11.2,9.4,1975
171,477,fortis,11.7,9.5,1975
172,479,fortis,10.5,8.6,1975
173,501,fortis,10.5,9.9,1975
174,502,fortis,11.2,9.4,1975
175,503,fortis,10.0,9.1,1975
176,504,fortis,10.4,8.6,1975
177,505,fortis,10.8,9.3,1975
178,506,fortis,11.1,9.2,1975
179,507,fortis,10.3,8.8,1975
180,509,fortis,11.1,9.2,1975
181,510,fortis,9.8,8.3,1975
182,511,fortis,10.5,8.8,1975
183,512,fortis,11.0,9.4,1975
184,513,fortis,11.2,10.4,1975
185,514,fortis,9.8,8.5,1975
186,515,fortis,9.8,7.9,1975
187,516,fortis,9.8,7.9,1975
188,517,fortis,10.3,10.1,1975
189,518,fortis,11.3,9.8,1975
190,519,fortis,10.0,8.3,1975
191,520,fortis,11.1,9.4,1975
192,521,fortis,10.0,9.0,1975
193,522,fortis,10.3,8.4,1975
194,524,fortis,10.2,8.7,1975
195,526,fortis,10.4,9.2,1975
196,527,fortis,11.0,9.5,1975
197,528,fortis,11.5,10.1,1975
198,529,fortis,11.8,9.8,1975
199,560,fortis,10.2,8.5,1975
200,561,fortis,11.7,10.2,1975
201,563,fortis,10.1,8.6,1975
202,564,fortis,10.2,9.3,1975
203,565,fortis,9.8,8.7,1975
204,566,fortis,10.6,8.9,1975
205,567,fortis,10.0,8.4,1975
206,572,fortis,12.1,10.3,1975
207,574,fortis,11.1,9.9,1975
208,576,fortis,10.5,8.9,1975
209,578,fortis,10.0,9.1,1975
210,579,fortis,10.2,8.6,1975
211,601,fortis,9.7,7.8,1975
212,602,fortis,10.0,8.6,1975
213,603,fortis,10.7,9.5,1975
214,604,fortis,11.0,9.5,1975
215,605,fortis,10.9,10.2,1975
216,606,fortis,10.5,9.1,1975
217,607,fortis,10.9,9.7,1975
218,608,fortis,10.7,9.4,1975
219,609,fortis,11.9,10.5,1975
220,610,fortis,10.2,9.0,1975
221,611,fortis,10.5,9.8,1975
222,615,fortis,11.2,10.0,1975
223,616,fortis,10.7,9.6,1975
224,617,fortis,10.3,9.6,1975
225,618,fortis,11.6,9.9,1975
226,619,fortis,10.5,9.3,1975
227,620,fortis,10.9,9.6,1975
228,621,fortis,9.8,7.6,1975
229,622,fortis,10.9,9.2,1975
230,623,fortis,10.3,8.8,1975
231,624,fortis,11.7,10.1,1975
232,625,fortis,11.0,8.9,1975
233,626,fortis,9.8,9.5,1975
234,627,fortis,10.4,8.2,1975
235,628,fortis,10.8,9.7,1975
236,629,fortis,11.0,9.8,1975
237,670,fortis,10.6,9.3,1975
238,671,fortis,11.3,9.8,1975
239,672,fortis,10.1,8.8,1975
240,673,fortis,11.4,10.1,1975
241,674,fortis,11.8,10.5,1975
242,675,fortis,9.9,8.6,1975
243,676,fortis,11.0,9.7,1975
244,677,fortis,10.8,10.0,1975
245,678,fortis,11.3,9.7,1975
246,679,fortis,11.1,10.5,1975
247,680,fortis,11.0,10.4,1975
248,681,fortis,10.4,9.2,1975
249,682,fortis,9.1,8.1,1975
250,683,fortis,10.8,9.4,1975
251,684,fortis,10.6,8.9,1975
252,685,fortis,8.7,8.2,1975
253,686,fortis,10.7,9.3,1975
254,687,fortis,10.3,8.6,1975
255,688,fortis,10.5,9.0,1975
256,689,fortis,9.1,7.6,1975
257,701,fortis,9.5,8.7,1975
258,702,fortis,10.8,9.8,1975
259,703,fortis,10.6,9.4,1975
260,704,fortis,9.9,9.9,1975
261,705,fortis,11.5,10.1,1975
262,706,fortis,11.2,9.8,1975
263,707,fortis,9.7,7.9,1975
264,708,fortis,12.2,10.8,1975
265,709,fortis,9.2,7.9,1975
266,710,fortis,10.5,10.0,1975
267,711,fortis,10.5,8.4,1975
268,712,fortis,10.8,9.5,1975
269,713,fortis,10.7,8.8,1975
270,714,fortis,11.8,10.4,1975
271,715,fortis,9.1,8.1,1975
272,716,fortis,10.1,9.8,1975
273,717,fortis,10.0,8.2,1975
274,719,fortis,11.0,9.5,1975
275,720,fortis,12.2,10.5,1975
276,721,fortis,11.4,9.7,1975
277,723,fortis,10.9,9.6,1975
278,725,fortis,10.6,9.6,1975
279,726,fortis,9.3,7.9,1975
280,780,fortis,10.9,10.1,1975
281,781,fortis,10.6,9.3,1975
282,785,fortis,11.0,10.3,1975
283,786,fortis,9.0,7.9,1975
284,787,fortis,11.0,9.1,1975
285,788,fortis,10.4,8.9,1975
286,789,fortis,10.4,8.3,1975
287,790,fortis,9.6,9.4,1975
288,801,fortis,10.6,9.5,1975
289,802,fortis,10.1,8.5,1975
290,803,fortis,9.7,8.6,1975
291,804,fortis,9.6,8.5,1975
292,805,fortis,10.1,8.2,1975
293,807,fortis,9.9,7.9,1975
294,808,fortis,11.0,10.0,1975
295,809,fortis,10.9,9.4,1975
296,810,fortis,9.7,8.0,1975
297,811,fortis,10.0,8.6,1975
298,812,fortis,10.4,9.0,1975
299,813,fortis,11.6,9.9,1975
300,814,fortis,9.6,8.0,1975
301,815,fortis,10.8,9.6,1975
302,817,fortis,10.9,9.2,1975
303,818,fortis,10.2,9.0,1975
304,819,fortis,10.4,9.2,1975
305,820,fortis,11.0,9.5,1975
306,821,fortis,10.7,9.2,1975
307,822,fortis,11.1,9.7,1975
308,823,fortis,10.8,9.1,1975
309,824,fortis,10.9,9.4,1975
310,825,fortis,9.9,8.6,1975
311,826,fortis,11.8,9.8,1975
312,827,fortis,9.7,8.0,1975
313,828,fortis,11.9,10.4,1975
314,829,fortis,9.6,8.1,1975
315,830,fortis,10.9,9.9,1975
316,831,fortis,10.2,8.6,1975
317,891,fortis,9.9,8.0,1975
318,892,fortis,11.3,9.0,1975
319,893,fortis,10.9,9.7,1975
320,894,fortis,9.8,8.1,1975
321,895,fortis,10.3,8.8,1975
322,896,fortis,8.8,7.5,1975
323,897,fortis,11.6,10.2,1975
324,898,fortis,9.9,8.2,1975
325,899,fortis,9.9,8.6,1975
326,900,fortis,9.9,8.7,1975
327,902,fortis,10.4,8.6,1975
328,903,fortis,11.2,9.9,1975
329,904,fortis,10.8,9.5,1975
330,905,fortis,9.9,8.4,1975
331,906,fortis,9.9,8.7,1975
332,907,fortis,10.2,8.2,1975
333,908,fortis,10.4,9.2,1975
334,909,fortis,9.4,8.2,1975
335,910,fortis,10.2,9.2,1975
336,911,fortis,11.0,9.3,1975
337,912,fortis,10.6,8.9,1975
338,913,fortis,10.5,9.0,1975
339,914,fortis,10.4,9.1,1975
340,915,fortis,10.2,8.8,1975
341,917,fortis,10.2,8.8,1975
342,919,fortis,11.0,9.6,1975
343,921,fortis,11.1,10.2,1975
344,922,fortis,9.7,8.2,1975
345,923,fortis,10.5,8.9,1975
346,924,fortis,10.9,9.0,1975
347,925,fortis,10.7,8.8,1975
348,926,fortis,11.0,9.9,1975
349,927,fortis,10.9,9.3,1975
350,928,fortis,11.2,9.9,1975
351,929,fortis,11.5,9.5,1975
352,930,fortis,10.8,10.0,1975
353,931,fortis,10.2,8.9,1975
354,932,fortis,11.0,9.8,1975
355,933,fortis,10.9,9.9,1975
356,934,fortis,10.5,8.7,1975
357,936,fortis,10.8,9.2,1975
358,941,fortis,9.8,8.2,1975
359,942,fortis,9.7,7.9,1975
360,943,fortis,10.3,9.1,1975
361,944,fortis,10.3,8.3,1975
362,945,fortis,11.6,10.8,1975
363,951,fortis,10.9,9.9,1975
364,952,fortis,10.6,9.0,1975
365,954,fortis,11.5,9.3,1975
366,991,fortis,10.8,9.6,1975
367,1040,fortis,10.83,9.3,1975
368,1368,fortis,11.73,10.2,1975
369,1420,fortis,10.23,8.6,1975
370,1433,fortis,11.83,10.98,1975
371,1560,fortis,11.43,10.28,1975
372,1581,fortis,10.73,9.6,1975
373,1770,fortis,10.33,9.28,1975
374,1857,fortis,10.23,9.5,1975
375,1860,fortis,11.53,9.4,1975
376,1884,fortis,11.03,9.15,1975
377,2102,fortis,11.73,9.8,1975
378,2105,fortis,10.53,9.35,1975
379,2220,fortis,9.93,8.5,1975
380,2381,fortis,11.23,10.5,1975
381,2482,fortis,9.83,8.5,1975
382,2939,fortis,9.63,8.31,1975
383,2955,fortis,10.6,9.9,1975
384,2974,fortis,11.88,10.36,1975
385,3642,fortis,11.03,10.28,1975
386,8016,fortis,10.73,8.9,1975
387,8020,fortis,10.13,8.7,1975
388,20139,fortis,10.15,9.15,1975
389,20165,fortis,10.85,10.35,1975
390,20166,fortis,10.95,8.85,1975
391,20168,fortis,9.85,8.55,1975
392,20204,fortis,10.25,8.95,1975
393,20238,fortis,11.75,10.75,1975
394,20267,fortis,10.95,10.05,1975
395,20273,fortis,10.95,10.15,1975
396,20283,fortis,10.55,8.45,1975
397,20285,fortis,9.65,8.85,1975
398,20286,fortis,11.45,10.25,1975
399,20293,fortis,10.25,9.75,1975
400,20298,fortis,10.05,8.95,1975
401,302,scandens,13.9,8.4,1975
402,304,scandens,14.0,8.8,1975
403,306,scandens,12.9,8.4,1975
404,310,scandens,13.5,8.0,1975
405,317,scandens,12.9,7.9,1975
406,318,scandens,14.6,8.9,1975
407,319,scandens,13.0,8.6,1975
408,322,scandens,14.2,8.5,1975
409,325,scandens,14.0,8.9,1975
410,327,scandens,14.2,9.1,1975
411,351,scandens,13.1,8.6,1975
412,353,scandens,15.1,9.8,1975
413,357,scandens,13.5,8.2,1975
414,358,scandens,14.4,9.0,1975
415,359,scandens,14.9,9.7,1975
416,361,scandens,12.9,8.6,1975
417,362,scandens,13.0,8.2,1975
418,363,scandens,14.9,9.0,1975
419,364,scandens,14.0,8.4,1975
420,365,scandens,13.8,8.6,1975
421,367,scandens,13.0,8.9,1975
422,404,scandens,14.75,9.1,1975
423,406,scandens,13.7,8.3,1975
424,407,scandens,13.8,8.7,1975
425,408,scandens,14.0,9.6,1975
426,409,scandens,14.6,8.5,1975
427,412,scandens,15.2,9.1,1975
428,421,scandens,13.5,9.0,1975
429,429,scandens,15.1,9.2,1975
430,460,scandens,15.0,9.9,1975
431,464,scandens,12.8,8.6,1975
432,467,scandens,14.9,9.2,1975
433,469,scandens,15.3,8.4,1975
434,470,scandens,13.4,8.9,1975
435,471,scandens,14.2,8.5,1975
436,472,scandens,15.1,10.4,1975
437,478,scandens,15.1,9.6,1975
438,508,scandens,14.0,9.1,1975
439,523,scandens,13.6,9.3,1975
440,525,scandens,14.0,9.3,1975
441,562,scandens,14.0,8.8,1975
442,568,scandens,13.9,8.3,1975
443,569,scandens,14.0,8.8,1975
444,570,scandens,14.9,9.1,1975
445,571,scandens,15.6,10.1,1975
446,573,scandens,13.8,8.9,1975
447,575,scandens,14.4,9.2,1975
448,577,scandens,12.8,8.5,1975
449,612,scandens,14.2,10.2,1975
450,613,scandens,13.4,10.1,1975
451,614,scandens,14.0,9.2,1975
452,718,scandens,14.8,9.7,1975
453,722,scandens,14.2,9.1,1975
454,724,scandens,13.5,8.5,1975
455,727,scandens,13.4,8.2,1975
456,728,scandens,14.6,9.0,1975
457,729,scandens,13.5,9.3,1975
458,782,scandens,13.7,8.0,1975
459,783,scandens,13.9,9.1,1975
460,784,scandens,13.1,8.1,1975
461,806,scandens,13.4,8.3,1975
462,816,scandens,13.8,8.7,1975
463,890,scandens,13.6,8.8,1975
464,901,scandens,14.0,8.6,1975
465,916,scandens,13.5,8.7,1975
466,918,scandens,12.8,8.0,1975
467,920,scandens,14.0,8.8,1975
468,935,scandens,13.4,9.0,1975
469,953,scandens,14.9,9.1,1975
470,1014,scandens,15.54,9.74,1975
471,1642,scandens,14.63,9.1,1975
472,1748,scandens,14.73,9.8,1975
473,1841,scandens,15.73,10.4,1975
474,1842,scandens,14.83,8.3,1975
475,2084,scandens,15.94,9.44,1975
476,2397,scandens,15.14,9.04,1975
477,8110,scandens,14.23,9.0,1975
478,20122,scandens,14.15,9.05,1975
479,20151,scandens,14.35,9.65,1975
480,20188,scandens,14.95,9.45,1975
481,20210,scandens,13.95,8.65,1975
482,20223,scandens,14.05,9.45,1975
483,20225,scandens,14.55,9.45,1975
484,20252,scandens,14.05,9.05,1975
485,20255,scandens,14.45,8.75,1975
486,20266,scandens,15.05,9.45,1975
487,20279,scandens,13.25,8.35,1975
488,14613,fortis,9.1,7.0,1987
489,15487,fortis,9.14,7.12,1987
490,15187,fortis,9.24,7.21,1987
491,15284,fortis,9.2,7.3,1987
492,14983,fortis,8.83,7.32,1987
493,14913,fortis,9.14,7.41,1987
494,15726,fortis,9.04,7.42,1987
495,15821,fortis,10.56,7.43,1987
496,15484,fortis,9.7,7.45,1987
497,4968,fortis,9.25,7.5,1987
498,15695,fortis,9.5,7.5,1987
499,15272,fortis,9.34,7.51,1987
500,15256,fortis,9.64,7.51,1987
501,13907,fortis,9.04,7.64,1987
502,5578,fortis,9.8,7.65,1987
503,10376,fortis,9.28,7.68,1987
504,13377,fortis,9.5,7.7,1987
505,15225,fortis,10.8,7.8,1987
506,15914,fortis,9.24,7.81,1987
507,14760,fortis,10.24,7.81,1987
508,15779,fortis,9.74,7.86,1987
509,13901,fortis,9.2,7.9,1987
510,15277,fortis,9.95,7.9,1987
511,15285,fortis,9.34,7.92,1987
512,13194,fortis,9.35,7.92,1987
513,14967,fortis,10.1,7.92,1987
514,14800,fortis,9.96,7.93,1987
515,14612,fortis,9.27,7.95,1987
516,15154,fortis,9.4,7.95,1987
517,14123,fortis,9.68,7.96,1987
518,15368,fortis,10.19,7.97,1987
519,15873,fortis,10.0,8.0,1987
520,16027,fortis,10.25,8.0,1987
521,15353,fortis,11.3,8.0,1987
522,14265,fortis,9.83,8.02,1987
523,15014,fortis,11.04,8.02,1987
524,14969,fortis,10.16,8.03,1987
525,5627,fortis,10.74,8.03,1987
526,15973,fortis,10.19,8.06,1987
527,13468,fortis,9.46,8.09,1987
528,15214,fortis,9.5,8.1,1987
529,14978,fortis,9.7,8.1,1987
530,15909,fortis,10.0,8.1,1987
531,13996,fortis,10.05,8.1,1987
532,13543,fortis,10.3,8.1,1987
533,14634,fortis,10.5,8.1,1987
534,15804,fortis,9.94,8.11,1987
535,15493,fortis,10.04,8.11,1987
536,15363,fortis,10.24,8.11,1987
537,15286,fortis,9.2,8.2,1987
538,15019,fortis,9.3,8.2,1987
539,16112,fortis,10.04,8.21,1987
540,15270,fortis,10.34,8.21,1987
541,15874,fortis,10.34,8.21,1987
542,16007,fortis,10.04,8.22,1987
543,14860,fortis,9.86,8.23,1987
544,10313,fortis,9.73,8.24,1987
545,15490,fortis,9.45,8.25,1987
546,15106,fortis,10.0,8.25,1987
547,13539,fortis,9.78,8.27,1987
548,14912,fortis,9.64,8.28,1987
549,13244,fortis,9.8,8.3,1987
550,14822,fortis,10.0,8.3,1987
551,14909,fortis,10.0,8.3,1987
552,15944,fortis,10.8,8.3,1987
553,16170,fortis,9.64,8.31,1987
554,15477,fortis,10.14,8.31,1987
555,15111,fortis,10.24,8.31,1987
556,14686,fortis,10.74,8.31,1987
557,15915,fortis,10.74,8.31,1987
558,15759,fortis,11.14,8.31,1987
559,15850,fortis,11.24,8.31,1987
560,15977,fortis,9.84,8.32,1987
561,14632,fortis,9.86,8.33,1987
562,14982,fortis,9.96,8.33,1987
563,13306,fortis,10.57,8.34,1987
564,13351,fortis,10.0,8.35,1987
565,15288,fortis,10.95,8.35,1987
566,15079,fortis,9.89,8.36,1987
567,15402,fortis,9.99,8.36,1987
568,15248,fortis,9.1,8.4,1987
569,13881,fortis,9.8,8.4,1987
570,15879,fortis,9.85,8.4,1987
571,4830,fortis,10.0,8.4,1987
572,15679,fortis,10.0,8.4,1987
573,15806,fortis,10.0,8.4,1987
574,5887,fortis,10.18,8.4,1987
575,15845,fortis,10.4,8.4,1987
576,14890,fortis,10.9,8.4,1987
577,15875,fortis,10.04,8.41,1987
578,15381,fortis,10.14,8.41,1987
579,15382,fortis,10.24,8.41,1987
580,15453,fortis,10.54,8.41,1987
581,5555,fortis,9.04,8.42,1987
582,15127,fortis,9.24,8.42,1987
583,14628,fortis,10.06,8.43,1987
584,15379,fortis,10.26,8.43,1987
585,14939,fortis,10.2,8.45,1987
586,10100,fortis,10.93,8.45,1987
587,16172,fortis,10.64,8.47,1987
588,15188,fortis,10.74,8.47,1987
589,14611,fortis,9.4,8.5,1987
590,14025,fortis,9.55,8.5,1987
591,14970,fortis,9.8,8.5,1987
592,15970,fortis,9.83,8.5,1987
593,10760,fortis,10.0,8.5,1987
594,15706,fortis,10.0,8.5,1987
595,14762,fortis,10.3,8.5,1987
596,15829,fortis,10.6,8.5,1987
597,14743,fortis,11.5,8.5,1987
598,15933,fortis,10.24,8.51,1987
599,14836,fortis,10.5,8.51,1987
600,15940,fortis,10.84,8.51,1987
601,15995,fortis,9.94,8.52,1987
602,14704,fortis,10.36,8.53,1987
603,5685,fortis,9.8,8.55,1987
604,14833,fortis,10.09,8.56,1987
605,1536,fortis,9.8,8.6,1987
606,15163,fortis,9.9,8.6,1987
607,5556,fortis,10.0,8.6,1987
608,14902,fortis,10.0,8.6,1987
609,15342,fortis,10.0,8.6,1987
610,14894,fortis,10.1,8.6,1987
611,15761,fortis,11.3,8.6,1987
612,5628,fortis,12.0,8.6,1987
613,15497,fortis,10.14,8.61,1987
614,14932,fortis,10.34,8.61,1987
615,15374,fortis,10.34,8.61,1987
616,15175,fortis,10.54,8.61,1987
617,15724,fortis,10.54,8.61,1987
618,15680,fortis,10.94,8.61,1987
619,14827,fortis,11.04,8.61,1987
620,15296,fortis,11.14,8.61,1987
621,15711,fortis,11.14,8.61,1987
622,10066,fortis,11.24,8.61,1987
623,15322,fortis,12.14,8.61,1987
624,15262,fortis,9.94,8.62,1987
625,14840,fortis,9.95,8.62,1987
626,4229,fortis,10.05,8.62,1987
627,13195,fortis,10.35,8.62,1987
628,14829,fortis,10.86,8.63,1987
629,13994,fortis,10.18,8.64,1987
630,15464,fortis,9.45,8.65,1987
631,15865,fortis,10.19,8.66,1987
632,14831,fortis,10.84,8.66,1987
633,13269,fortis,9.4,8.7,1987
634,15184,fortis,9.5,8.7,1987
635,14096,fortis,9.8,8.7,1987
636,15245,fortis,9.85,8.7,1987
637,15143,fortis,10.0,8.7,1987
638,15712,fortis,10.1,8.7,1987
639,4715,fortis,10.4,8.7,1987
640,14832,fortis,10.45,8.7,1987
641,15757,fortis,10.57,8.7,1987
642,14694,fortis,10.8,8.7,1987
643,15388,fortis,10.9,8.7,1987
644,15224,fortis,11.4,8.7,1987
645,15018,fortis,9.64,8.71,1987
646,15981,fortis,10.04,8.71,1987
647,15228,fortis,10.24,8.71,1987
648,15663,fortis,10.44,8.71,1987
649,15983,fortis,10.54,8.71,1987
650,10198,fortis,10.64,8.71,1987
651,15657,fortis,10.84,8.71,1987
652,15990,fortis,10.94,8.71,1987
653,15123,fortis,11.14,8.71,1987
654,15855,fortis,11.14,8.71,1987
655,15005,fortis,11.29,8.71,1987
656,15617,fortis,11.79,8.71,1987
657,14880,fortis,9.84,8.72,1987
658,14742,fortis,11.15,8.72,1987
659,15080,fortis,9.76,8.73,1987
660,15273,fortis,10.06,8.73,1987
661,4859,fortis,10.87,8.73,1987
662,14767,fortis,11.86,8.73,1987
663,5602,fortis,10.83,8.74,1987
664,15978,fortis,10.39,8.76,1987
665,15246,fortis,10.64,8.76,1987
666,15264,fortis,9.7,8.77,1987
667,14867,fortis,10.09,8.77,1987
668,13687,fortis,10.67,8.77,1987
669,15306,fortis,10.95,8.77,1987
670,10347,fortis,9.96,8.79,1987
671,15420,fortis,9.7,8.8,1987
672,16016,fortis,9.97,8.8,1987
673,14042,fortis,10.1,8.8,1987
674,14797,fortis,10.37,8.8,1987
675,14761,fortis,10.9,8.8,1987
676,14858,fortis,10.9,8.8,1987
677,2749,fortis,11.1,8.8,1987
678,15244,fortis,11.15,8.8,1987
679,5872,fortis,11.8,8.8,1987
680,14680,fortis,10.14,8.81,1987
681,14763,fortis,10.19,8.81,1987
682,14892,fortis,10.24,8.81,1987
683,15176,fortis,10.24,8.81,1987
684,14795,fortis,10.54,8.81,1987
685,15040,fortis,10.54,8.81,1987
686,15733,fortis,10.54,8.81,1987
687,15367,fortis,10.74,8.81,1987
688,14535,fortis,11.24,8.81,1987
689,15268,fortis,11.24,8.81,1987
690,15883,fortis,10.05,8.82,1987
691,15220,fortis,10.24,8.82,1987
692,15430,fortis,10.94,8.82,1987
693,15404,fortis,10.59,8.86,1987
694,14841,fortis,9.9,8.87,1987
695,15313,fortis,10.04,8.87,1987
696,14868,fortis,10.35,8.87,1987
697,13385,fortis,11.2,8.87,1987
698,15301,fortis,11.8,8.88,1987
699,5626,fortis,11.1,8.89,1987
700,14928,fortis,10.0,8.9,1987
701,5965,fortis,10.1,8.9,1987
702,15182,fortis,10.1,8.9,1987
703,16162,fortis,10.13,8.9,1987
704,13582,fortis,10.2,8.9,1987
705,14811,fortis,10.33,8.9,1987
706,5669,fortis,10.4,8.9,1987
707,10703,fortis,10.4,8.9,1987
708,14684,fortis,10.7,8.9,1987
709,14809,fortis,10.7,8.9,1987
710,10548,fortis,10.9,8.9,1987
711,15387,fortis,10.9,8.9,1987
712,5721,fortis,11.1,8.9,1987
713,14808,fortis,11.6,8.9,1987
714,15223,fortis,11.6,8.9,1987
715,15795,fortis,11.8,8.9,1987
